Song,Artist,Billboard100,URI
Ayo Technology,50 Cent,1,36Hwcla06Q5BCr59CL0sBp
Outta My System,Bow Wow,1,3LGeYNY9aWQuBJovOOowqm
Teardrops on My Guitar,Taylor Swift,1,7snx7w5WZLHovS0xC45ZfP
Shut Up and Drive,Rihanna,1,4Tn2llBm1g0UlWctmgPL8Z
Snow (Hey Oh),Red Hot Chili Peppers,1,2aibwv5hGXSgw7Yru8IYTO
Money Maker,Ludacris,1,2JpUkUR0OsOlUUfm6iS8ic
Kiss Kiss,Chris Brown,1,3wKKkGVn7cVSfgPeYYIiXG
Far Away,Nickelback,1,0ADZ5dmXhlfzjMw6lefoPl
Rock Yo Hips,Crime Mob and Lil' Scrappy,1,76dZuMVXjIyLPRLv00skGd
LoveStoned,Justin Timberlake,1,5iyE2d4U3Vc5cqY9mPTlpy
Better than Me,Hinder,1,10fddGyyeUquZZ2uPTjD7P
Paralyzer,Finger Eleven,1,28IEbk5a7twNTbUEvWslUb
That's That,Snoop Dogg,1,3J58iVk8OXYAGG4YvOKG8u
Same Girl,R. Kelly,1,7xdB7lahl1mVgKrHqnFKj4
Low,Flo Rida,1,0CAfXk7DXMnon4gLudAp7J
Bleeding Love,Leona Lewis,1,7wZUrN8oemZfsEd1CGkbXE
No One,Alicia Keys,1,6IwKcFdiRQZOWeYNhUiWIv
Lollipop,Lil Wayne,1,4P7VFiaZb3xrXoqGwZXC3J
Apologize,Timbaland,1,6ucR4KfvsBFWCMVFDvyKKl
No Air,Jordin Sparks and Chris Brown,1,1jUA4rb6ZCv4gby4YU53xq
Love Song,Sara Bareilles,1,4E6cwWJWZw2zWf7VFbH7wf
Love in This Club,Usher,1,5j0McHPthKpOXRr3fBq8M0
With You,Chris Brown,1,5Lgcn7u07bHuqbOtXkN62u
Forever,Chris Brown,1,3NZJlJemX3mzjf56MqC5ML
Sexy Can I,Ray J,1,0DdpxWfVvUGgkJv5536tiF
Take a Bow,Rihanna,1,3goSVuTt3fDYDP6kRnFwuL
Viva la Vida,Coldplay,1,1mea3bSkSGXuIRvnydlB5b
I Kissed a Girl,Katy Perry,1,005lwxGU1tms6HGELIcUv9
Whatever You Like,T.I.,1,1IAzD1muglOxOcPbUHs70R
Disturbia,Rihanna,1,2VOomzT6VavJOGBeySqaMc
Don't Stop the Music,Rihanna,1,0ByMNEPAPpOR5H69DVrTNy
Pocketful of Sunshine,Natasha Bedingfield,1,1uigwk5hNV84zRd5YQQRTk
Kiss Kiss,Chris Brown,1,3wKKkGVn7cVSfgPeYYIiXG
Closer,Ne-Yo,1,2XbfY2O2v3xwedUJ0J2kkr
Bubbly,Colbie Caillat,1,0rFOs9paloAvEtzwDX1Kmc
Touch My Body,Mariah Carey,1,2H1l4JczUDbiWfQtQElB05
4 Minutes,Madonna,1,1oHClQEgDmmbcEx12Kc5nZ
So What,Pink,1,4a46qn8bV4oPfREMrgfga8
Paralyzer,Finger Eleven,1,28IEbk5a7twNTbUEvWslUb
Clumsy,Fergie,1,50xeLNGKmskmYUSINhqvfa
I'm Yours,Jason Mraz,1,1EzrEOXmMH3G43AXT1y7pA
Leavin',Jesse McCartney,1,20ORwCJusz4KS2PbTPVNKo
Dangerous,Kardinal Offishall,1,4NOZ35Dhucr6UlVyLOtktd
Tattoo,Jordin Sparks,1,3Ui2jdyxbZQrZohfM0NOgG
See You Again,Miley Cyrus,1,0G71WvIkF2K6HViJeFvOcM
Shake It,Metro Station,1,5619Ojc6t9evEEs3B7Drhe
Stop and Stare,OneRepublic,1,48s0QHJgmiNsth3WEO6U4M
Take You There,Sean Kingston,1,6AdLyvisRKHLAwARaZMGr6
Paper Planes,M.I.A.,1,1kusepF3AacIEtUTYrw4GV
Hot n Cold,Katy Perry,1,1y4eb6hmAvsqlDOl3fx9kk
Live Your Life,T.I.,1,3jlbL2OTD5YmIunYzgQTAN
Bust It Baby (Part 2),Plies,1,4pkyUUoPFqsZHtWe6nkEG0
American Boy,Estelle,1,22UDw8rSfLbUsaAGTXQ4Z8
Got Money,Lil Wayne,1,46lIt6GmL0VkkbuUyGDbCs
Our Song,Taylor Swift,1,15DeqWWQB4dcEWzJg15VrN
Damaged,Danity Kane,1,4yHFxB8kzzeuNvoouR8N0N
A Milli,Lil Wayne,1,6ScJMrlpiLfZUGtWp4QIVt
Sorry,Buckcherry,1,0EbnUc05YEKhZRKgbrZWpq
Independent,Webbie,1,65D95SmygxGCQGiI64eaZf
Can't Believe It,T-Pain,1,6m1sJMWeAkCG5eECKaGFew
Like You'll Never See Me Again,Alicia Keys,1,3JHDtmFdX9kdx9wz0md98U
Teardrops on My Guitar,Taylor Swift,1,7snx7w5WZLHovS0xC45ZfP
When I Grow Up,Pussycat Dolls,1,21pySLskKIKrhDziCX5ojQ
Sexual Eruption,Snoop Dogg,1,3nTHTulZtTJoM3cBJTuHrJ
What You Got,Colby O'Donis,1,3MldzywZOH4Uci6bq9noyJ
It's Not My Time,3 Doors Down,1,0uybt73QFXaLCoxuVf6fhm
Better in Time,Leona Lewis,1,2iXBZ32Fz5VDCLeE0JIdX5
Crank That (Soulja Boy),Soulja Boy Tell 'Em,1,66TRwr5uJwPt15mfFkzhbi
Shadow of the Day,Linkin Park,1,0OYcEfskah1egYHjYRvbg1
Sweetest Girl (Dollar Bill),Wyclef Jean,1,4liGjmhCupa7RP9JaQELYx
Miss Independent,Ne-Yo,1,34ceTg8ChN5HjrqiIYCn9Q
Fall for You,Secondhand Serenade,1,7lWF2mVr1KKbVnaT2nSlPo
In the Ayer,Flo Rida,1,6RpiAj9Ofv0Uqp6n2OuRoh
Say,John Mayer,1,6wZI4mdT8JwXgkGURnBQiq
One Step at a Time,Jordin Sparks,1,5o4W6yWSJD9e9Ea8YC9WjF
Hate That I Love You,Rihanna,1,7iu0WYLdo4yksKf3seaxzI
Superstar,Lupe Fiasco,1,7dltD9eEX7X1zk8JJ9BS0e
Suffocate,J. Holiday,1,5EGEYsNgwUmLi36kPTatm0
Let It Rock,Kevin Rudolf,1,6TrNRd98WksT9Kkmx9uj6R
Get Like Me,David Banner,1,2IBF9lQ9lgVai8LkskI5L7
Realize,Colbie Caillat,1,5OGkKx8jP0A5KSULEc6XYZ
Put On,Young Jeezy,1,77VA8lo4DDp3GPXyetKc5y
The Time of My Life,David Cook,1,6avyV3xlz2UFeiAUZ0SqyT
Lolli Lolli (Pop That Body),Three 6 Mafia,1,4xWMTkwknjh8FzxNrkwLl6
Cyclone,Baby Bash,1,0x1LCpY9Rgeq97VPajm81B
Love Like This,Natasha Bedingfield,1,49ppqF73rOz5Nyt1paRxIF
Burnin' Up,Jonas Brothers,1,2VEsmoek0sol9MnJFyoG9e
Love Lockdown,Kanye West,1,1kxeWHF9PrCVZHvVskv8lg
I Luv Your Girl,The-Dream,1,3wkNK8tJZ2stygNJm8RCRD
Crush,David Archuleta,1,4wCD0qOFNRu1Q6O3N6ycm4
Hypnotized,Plies,1,3LN41NUdHkyNqQhi9gExMm
Big Girls Don't Cry,Fergie,1,3Q4WeJmzxuDpzMu9QjQqbM
Good Life,Kanye West,1,14blxrgE0VWAgv5aF2wWmx
Womanizer,Britney Spears,1,4fixebDZAVToLbUCuEloa2
Love Story,Taylor Swift,1,1vrd6UOGamcKNGnSHJQlSt
Just Fine,Mary J. Blige,1,33vzOPcd9FRirYGlCu32x4
Piece of Me,Britney Spears,1,2EvwLVrnYbCZEG6Kx5DCRy
The Boss,Rick Ross,1,3n5qF6aprwEIjHWuH5jECM
All Summer Long,Kid Rock,1,5rX6C5QVvvZB7XckETNych
Can't Help but Wait,Trey Songz,1,5k3VjTwIsOjQ2woGz3Yx71
In Love with a Girl,Gavin DeGraw,1,3zcmWxxUA7Em7X3IBqZGUo
My Life,The Game,1,3KfbEIOC7YIv90FIfNSZpo
I Remember,Keyshia Cole,1,1dObJGQUgJ7tWxJ0byON6W
Flashing Lights,Kanye West,1,31I3Rt1bPa2LrE74DdNizO
Mrs. Officer,Lil Wayne,1,0EHR9OObFtjlhQB8wSt1m7
7 Things,Miley Cyrus,1,5ecZWU5uQOiCVSnPxBZNmT
You're Gonna Miss This,Trace Adkins,1,68Q1r5zDnnYaHkh80yal4A
Love Remains the Same,Gavin Rossdale,1,4dOXc4Suk5eig0jiCqCN5Y
Feels Like Tonight,Daughtry,1,2tVCFmn2zKg2wGXS1TCIIA
The Way I Are,Timbaland,1,2bLqfJjuC5syrsgDsZfGmn
Addicted,Saving Abel,1,3pxCXv0NACYfYnLjFcQW5D
Into the Night,Santana,1,5Hv1QAbRWrUSUHaT0CmnMS
Heaven Sent,Keyshia Cole,1,2E90KUsor4U2abOJGFKtfx
She Got It,2 Pistols,1,11WuptzKtcVfPMYaf5aook
Boom Boom Pow,The Black Eyed Peas,1,7xRNsqOQOgWbHV1nbXnfXN
Poker Face,Lady Gaga,1,0WfKDYeUAoLA3vdvLKKWMW
Just Dance,Lady Gaga,1,6HkjpGIOHv4y0IBAxUbE5z
I Gotta Feeling,The Black Eyed Peas,1,4vp2J1l5RD4gMZwGFLfRAu
Love Story,Taylor Swift,1,1vrd6UOGamcKNGnSHJQlSt
Right Round,Flo Rida,1,3GpbwCm3YxiWDvy29Uo3vP
I'm Yours,Jason Mraz,1,1EzrEOXmMH3G43AXT1y7pA
Single Ladies (Put a Ring on It),Beyoncé,1,5R9a4t5t5O0IsznsrKPVro
Heartless,Kanye West,1,4EWCNWgDS8707fNSZ1oaA5
Gives You Hell,The All-American Rejects,1,6ihL9TjfRjadfEePzXXyVF
You Belong with Me,Taylor Swift,1,3GCL1PydwsLodcpv0Ll1ch
Dead and Gone,T.I.,1,7IhsLJMqdxoo7YAZjaSMru
You Found Me,The Fray,1,4IoYz8XqqdowINzfRrFnhi
Use Somebody,Kings of Leon,1,5VGlqQANWDKJFl0MBG3sg2
Knock You Down,Keri Hilson,1,58FUwmyGUqkt53YPUcm7cJ
Blame It,Jamie Foxx,1,08uGhvS5MfBk7crUCpnjva
I Know You Want Me (Calle Ocho),Pitbull,1,13plQdOoWSSXPRUSZc5FuM
Live Your Life,T.I.,1,3jlbL2OTD5YmIunYzgQTAN
Kiss Me thru the Phone,Soulja Boy Tell 'Em,1,2q4rjDy9WhaN3o9MvDbO21
Down,Jay Sean,1,7LP4Es66zdY7CyjepqmvAg
The Climb,Miley Cyrus,1,0V8FYVlBFuXXTIvRnMbZyS
Best I Ever Had,Drake,1,1GxHeBvQ9935Dd3cSfsfBa
My Life Would Suck Without You,Kelly Clarkson,1,4Dm32oO01YpIubCHaAtKkN
Halo,Beyoncé,1,4JehYebiI9JE8sR8MisGVb
Hot n Cold,Katy Perry,1,1y4eb6hmAvsqlDOl3fx9kk
Second Chance,Shinedown,1,0CwYG1UnRmOx8Q1EzElCIL
Circus,Britney Spears,1,7jk7gqyEonmVVYahZN5zhW
Day 'n' Nite,Kid Cudi,1,5FEXPoPnzueFJQCPRIrC3c
Party in the U.S.A.,Miley Cyrus,1,5Q0Nhxo0l2bP3pNjpGJwV1
Don't Trust Me,3OH!3,1,5jzX4dWVQeBTtfBaXnMRt5
Run This Town,Jay-Z,1,0
Let It Rock,Kevin Rudolf,1,6TrNRd98WksT9Kkmx9uj6R
Fire Burning,Sean Kingston,1,2oENJa1T33GJ0w8dC167G4
Whatcha Say,Jason Derulo,1,67T6l4q3zVjC5nZZPXByU8
LoveGame,Lady Gaga,1,5c0Wgs68kjgViFCVDGLB2I
Waking Up in Vegas,Katy Perry,1,6fvxos1qSHrIgOkKw4dhWS
Birthday Sex,Jeremih,1,4NpDZPwSXmL0cCTaJuVrCw
Sober,Pink,1,3uKAWz9EbKyQzdzGgejf06
Womanizer,Britney Spears,1,4fixebDZAVToLbUCuEloa2
Whatever You Like,T.I.,1,1IAzD1muglOxOcPbUHs70R
Obsessed,Mariah Carey,1,3IcIIZMMS7UArJJPtEHXG8
Mad,Ne-Yo,1,6Hn9Uc1mMNfqChXU3txNke
Good Girls Go Bad,Cobra Starship,1,7kMfu3KUydmrFVGEAhjtyl
Love Lockdown,Kanye West,1,1kxeWHF9PrCVZHvVskv8lg
So What,Pink,1,4a46qn8bV4oPfREMrgfga8
Hotel Room Service,Pitbull,1,6Rb0ptOEjBjPPQUlQtQGbL
Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",1,4dK00wCxlqWEeN8BoM1BHT
If I Were a Boy,Beyoncé,1,26NX1wPt1TRCH536yocd6i
Turnin Me On,Keri Hilson,1,1jEtDqwYCKpR0mlrMrrITx
I Hate This Part,Pussycat Dolls,1,3tSuRiNgJmMqmYR23dCqnR
Gotta Be Somebody,Nickelback,1,06T10fEzN8ZCcqzQZYA184
Please Don't Leave Me,Pink,1,0xhdgreSe1biIgxry03asg
Paparazzi,Lady Gaga,1,16Me2jlMlTX4xsps2j71mC
Beautiful,Akon,1,7rv0UuxMX7CpUUwEE1jVrd
Viva la Vida,Coldplay,1,1mea3bSkSGXuIRvnydlB5b
Right Now (Na Na Na),Akon,1,1ARJhjuI6TNYZCxYygFQ4F
Battlefield,Jordin Sparks,1,1Nme6K1PYAh7p7uygyuRdf
Sugar,Flo Rida,1,4shgvM4ClrZeDiflNJwlGd
Miss Independent,Ne-Yo,1,34ceTg8ChN5HjrqiIYCn9Q
Fireflies,Owl City,1,3DamFFqW32WihKkTVlwTYQ
New Divide,Linkin Park,1,6Wx88Mv6b9ofjKMKkdwOJd
Empire State of Mind,Jay-Z,1,0
No Surprise,Daughtry,1,6q4XLE5WeOBWftoc9gTl2P
She Wolf,Shakira,1,4cS2HQ6jK80vqdY9ofpztx
Break Up,Mario,1,4UP5HP7IAnNdxD01g1lzQp
Sweet Dreams,Beyoncé,1,1FKxKGONukVFXWVJxAKmlz
Every Girl,Young Money,1,6klZDCEsQzMELAPyovvpUw
Fallin' for You,Colbie Caillat,1,1le5KVGTF1xWf2aUj7ruLy
Untouched,The Veronicas,1,0KlahhzNb98zyN83Vwae0l
If Today Was Your Last Day,Nickelback,1,4QJLKU75Rg4558f4LbDBRi
Throw It in the Bag,Fabolous,1,6c0GmyBsE7mQtrVvxJaWc3
Love Drunk,Boys Like Girls,1,20X9OeC606XNwEtDBOym5u
I Love College,Asher Roth,1,1akgiRM3mN2nxu2AX6ACCW
If U Seek Amy,Britney Spears,1,2hdy9Wt9qp7M7d0U3ossu2
Big Green Tractor,Jason Aldean,1,4KAzYqfcijCSZa2P3etHoM
White Horse,Taylor Swift,1,6wn61Fzx9XMxQmieLpoIhW
Disturbia,Rihanna,1,2VOomzT6VavJOGBeySqaMc
21 Guns,Green Day,1,64yrDBpcdwEdNY9loyEGbX
Turn My Swag On,Soulja Boy Tell 'Em,1,6ATrsVaZT7XjkCynxM8cTS
Rockin' That Thang,The-Dream,1,0
Chicken Fried,Zac Brown Band,1,4dGJf1SER1T6ooX46vwzRB
Diva,Beyoncé,1,7eOG24Nx7j4nI3f9nOZTOi
Replay,Iyaz,1,5vlEg2fT4cFWAqU5QptIpQ
Then,Brad Paisley,1,3XKbdb9GB6u3hsnUklQTav
Her Diamonds,Rob Thomas,1,3LtwmK1OfN0dGs9jf3qSjn
How Do You Sleep?,Jesse McCartney,1,3jkdQNkDTxxXtjSO4l0o1H
3,Britney Spears,1,6pymOcrCnMuCWdgGVTvUgP
Forever,Drake,1,6HSqyfGnsHYw9MmIpa9zlZ
One Time,Justin Bieber,1,6eDApnV9Jdb1nYahOlbbUh
I Run to You,Lady Antebellum,1,2YVCkTYJpv5jelYrHYoEG8
I Do Not Hook Up,Kelly Clarkson,1,2I5CPUnMIKjEXeg61OI9uV
Green Light,John Legend,1,72by3Re4C3eVEBXvsUo0zV
People Are Crazy,Billy Currington,1,5JnLiuMgRAWoHYOhatFP3s
Whatever It Is,Zac Brown Band,1,4o8STNAL91xc7EvuvqSKk1
Already Gone,Kelly Clarkson,1,7ceIquYtiTYlgSSm7PqUf9
Goodbye,Kristinia DeBarge,1,5myYDbAurm1CW038qd4gL2
Say Hey (I Love You),Michael Franti & Spearhead,1,0nnxf8p851ZR49KFnGWVsB
Pop Champagne,Jim Jones,1,5lrOsw7J8R7shum7A4j36t
Pretty Wings,Maxwell,1,22NLm3IIR9NLG0cUYtmHMW
Never Say Never,The Fray,1,57uX2vR9j9DNiANDYfXw1i
Tik Tok,Kesha,1,0HPD5WQqrq7wPWR7P7Dw1i
Need You Now,Lady Antebellum,1,11EX5yhxr9Ihl3IN1asrfK
"Hey, Soul Sister",Train,1,4HlFJV71xXKIGcU3kRyttv
California Gurls,Katy Perry,1,6tS3XVuOyu10897O3ae7bi
OMG,Usher,1,1bM50INir8voAkVoKuvEUI
Airplanes,B.o.B,1,6lV2MSQmRIkycDScNtrBXO
Love the Way You Lie,Eminem,1,15JINEqzVMv3SvJTAXAKED
Bad Romance,Lady Gaga,1,0SiywuOBRcynK0uKGWdCnn
Dynamite,Taio Cruz,1,1DqdF42leyFIzqNDv9CjId
Break Your Heart,Taio Cruz,1,1CdqVF1ywD0ZO1zXtB9yWa
Nothin' on You,B.o.B,1,59dLtGBS26x7kc0rHbaPrq
I Like It,Enrique Iglesias,1,4nVyHATevhl5RC6Qmoko5H
BedRock,Young Money,1,3iL2l5gUqyPS6vDwJFgJTR
In My Head,Jason Derulo,1,5BoIP8Eha5hwmRVURkC2Us
Rude Boy,Rihanna,1,60jzFy6Nn4M0iD1d94oteF
Telephone,Lady Gaga,1,7rl7ao5pb9BhvAzPdWStxi
Teenage Dream,Katy Perry,1,55qBw1900pZKfXJ6Q9A2Lc
Just the Way You Are,Bruno Mars,1,7BqBn9nzAq8spo5e7cZ0dJ
Cooler Than Me,Mike Posner,1,2V4bv1fNWfTcyRJKmej6Sj
Imma Be,The Black Eyed Peas,1,5OiLJ8tjUPFiPX2gVM8fxJ
Empire State of Mind,Jay-Z,1,0
DJ Got Us Fallin' in Love,Usher,1,4356Typ82hUiFAynbLYbPn
Billionaire,Travie McCoy,1,2M9ULmQwTaTGmAdXaXpfz5
Not Afraid,Eminem,1,7Ie9W94M7OjPoZVV216Xus
Replay,Iyaz,1,5vlEg2fT4cFWAqU5QptIpQ
Sexy Bitch,David Guetta,1,0uXO2GrNiIb1xHT9LUdxZE
Breakeven,The Script,1,38xWaVFKaxZlMFvzNff2aW
Your Love Is My Drug,Kesha,1,6vc2Jq2vaGu8z326kSrw92
I Gotta Feeling,The Black Eyed Peas,1,4vp2J1l5RD4gMZwGFLfRAu
Fireflies,Owl City,1,3DamFFqW32WihKkTVlwTYQ
Say Aah,Trey Songz,1,2fQ6sBFWaLv2Gxos4igHLy
Find Your Love,Drake,1,4BycRneKmOs6MhYG9THsuX
Alejandro,Lady Gaga,1,4lwavw59UjXUPJZtKNdFYp
Ridin' Solo,Jason Derulo,1,6BaxqcoEM9r3LXisTyJjST
Just a Dream,Nelly,1,3ZdJffjzJWFimSQyxgGIxN
How Low,Ludacris,1,1WtTLtofvcjQM3sXSMkDdX
Like a G6,Far East Movement,1,4DvhkX2ic4zWkQeWMwQ2qf
Carry Out,Timbaland,1,2DHc2e5bBn4UzY0ENVFrUl
Haven't Met You Yet,Michael Bublé,1,4fIWvT19w9PR0VVBuPYpWA
Club Can't Handle Me,Flo Rida,1,6ebkx7Q5tTxrCxKq4GYj0Y
Down,Jay Sean,1,7LP4Es66zdY7CyjepqmvAg
Bulletproof,La Roux,1,6lUY6MoqGgPnA27PHYxem5
Whatcha Say,Jason Derulo,1,67T6l4q3zVjC5nZZPXByU8
Baby,Justin Bieber,1,6epn3r7S14KUqlReYr77hA
Whataya Want from Me,Adam Lambert,1,2rDwdvBma1O1eLzo29p2cr
Mine,Taylor Swift,1,0dBW6ZsW8skfvoRfgeerBF
Only Girl (In the World),Rihanna,1,6jAsmDJI8iPhGWtS27kZ67
Live Like We're Dying,Kris Allen,1,1HfxPaJggVwFsvOtHbVzMz
Hard,Rihanna,1,3YJkAQNEhmCZGLdmPsu6Ye
Young Forever,Jay-Z,1,0
Blah Blah Blah,Kesha,1,7lWUJpax919G4JdaFEVmCy
Bottoms Up,Trey Songz,1,2IpGdrWvIZipmaxo1YRxw5
Do You Remember,Jay Sean,1,7yws3pF3FFguwT2Psi6c15
All the Right Moves,OneRepublic,1,5XRHGXut00SrJUFmcn2lQF
According to You,Orianthi,1,72phhQtfwZcRweweRxxkmU
My Chick Bad,Ludacris,1,3bMNprrp2JDKZsGbiXpsJl
You Belong with Me,Taylor Swift,1,3GCL1PydwsLodcpv0Ll1ch
Meet Me Halfway,The Black Eyed Peas,1,0xfpx7AiwgSKEtjotea2L6
Take It Off,Kesha,1,0WCiI0ddWiu5F2kSHgfw5S
Over,Drake,1,6BdgtqiV3oXNqBikezwdvC
Animal,Neon Trees,1,1fBl642IhJOE5U319Gy2Go
Misery,Maroon 5,1,6KBYk8OFtod7brGuZ3Y67q
Magic,B.o.B,1,5uHYcK0nbEYgRaFTY5BqnP
Paparazzi,Lady Gaga,1,16Me2jlMlTX4xsps2j71mC
Tie Me Down,New Boyz,1,4faiJXyBflUVVOOE9fxbeg
Your Love,Nicki Minaj,1,3bGxiCPouq52ZtI8ybMCX5
Party in the U.S.A.,Miley Cyrus,1,5Q0Nhxo0l2bP3pNjpGJwV1
Deuces,Chris Brown,1,6wN4nT2qy3MQc098yL3Eu9
3,Britney Spears,1,6pymOcrCnMuCWdgGVTvUgP
Impossible,Shontelle,1,45EDI3rk0f4cAMt9f8b56R
Forever,Drake,1,6HSqyfGnsHYw9MmIpa9zlZ
Two Is Better Than One,Boys Like Girls,1,1MaqkdFNIKPdpQGDzme5ss
My First Kiss,3OH!3,1,17tDv8WA8IhqE8qzuQn707
Already Gone,Kelly Clarkson,1,7ceIquYtiTYlgSSm7PqUf9
Rock That Body,The Black Eyed Peas,1,5K5LbSTVuKKe1KGMNfBgIW
Secrets,OneRepublic,1,1NhPKVLsHhFUHIOZ32QnS2
Naturally,Selena Gomez & the Scene,1,1YaVmBh7EAeR54FIjuFcb5
Un-Thinkable (I'm Ready),Alicia Keys,1,4JOP8ELK6AaeySe7sKe996
All I Do Is Win,DJ Khaled,1,6u5M4jPpYkoRV4vVHDQvkd
I Made It (Cash Money Heroes),Kevin Rudolf,1,6H2wnX7ytNeCKERIVqCwgs
Stuck Like Glue,Sugarland,1,0JcKdUGNR7zI4jJDLyYXbi
Hey Daddy (Daddy's Home),Usher,1,030OCtLMrljNhp8OWHBWW3
There Goes My Baby,Usher,1,6IUiqtI8tE49sqGbmtrNd8
Today Was a Fairytale,Taylor Swift,1,1P5QpwOgXJuoVTm3CWbnLY
Say Something,Timbaland,1,7qje9qxLncMESiPeI27SAn
Sweet Dreams,Beyoncé,1,1FKxKGONukVFXWVJxAKmlz
Use Somebody,Kings of Leon,1,5VGlqQANWDKJFl0MBG3sg2
Undo It,Carrie Underwood,1,1Fo2N5iXRi37maMboaig7O
Eenie Meenie,Sean Kingston and Justin Bieber,1,0
Right Above It,Lil Wayne,1,1kMuU3TNQvHbqvXCWBodmP
The House That Built Me,Miranda Lambert,1,02eD9ymfJOJOhM97HYp5R9
If I Die Young,The Band Perry,1,4u26EevCNXMhlvE1xFBJwX
The Only Exception,Paramore,1,7JIuqL4ZqkpfGKQhYlrirs
American Honey,Lady Antebellum,1,4xInIiKipU1mtUogJ3ZdYr
King of Anything,Sara Bareilles,1,3VA8T3rNy5V24AXxNK5u9E
Life After You,Daughtry,1,70NGpcNvhI2hqonWNAETIu
Smile,Uncle Kracker,1,4ZC8hXXqu2hPcDLw9QTdtQ
Teach Me How to Dougie,Cali Swag District,1,61LtVmmkGr8P9I2tSPvdpf
Try Sleeping with a Broken Heart,Alicia Keys,1,1yK9LISg5uBOOW5bT2Wm0i
"Lover, Lover",Jerrod Niemann,1,5UzU0qw21okODBNUnxptVo
Rolling in the Deep,Adele,1,1CkvWZme3pRgbzaxZnTl5X
Party Rock Anthem,LMFAO,1,0IkKz2J93C94Ei4BvDop7P
Firework,Katy Perry,1,4lCv7b86sLynZbXhfScfm2
E.T.,Katy Perry,1,36ux3YuUsGTWPT8fXclS45
Give Me Everything,Pitbull,1,4QNpBfC0zvjKqPJcyqBy9W
Grenade,Bruno Mars,1,2tJulUYLDKOg9XrtVkMgcJ
Fuck You,CeeLo Green,1,4ycLiPVzE5KamivXrAzGFG
Super Bass,Nicki Minaj,1,0iYebKFUSfF72fUu2OW6ZT
Moves like Jagger,Maroon 5,1,7LcfRTgAVTs5pQGEQgUEzN
Just Can't Get Enough,The Black Eyed Peas,1,5HLxyoxczu6uZls774Sylo
On the Floor,Jennifer Lopez,1,0Oe49j06Bjrxs8PltuVeaW
S&M,Rihanna,1,2u02eLj96Atd6TBxkH9YvN
Pumped Up Kicks,Foster the People,1,7w87IxuO7BDcJ3YUqCyMTT
Last Friday Night (T.G.I.F.),Katy Perry,1,455AfCsOhhLPRc68sE01D8
Just the Way You Are,Bruno Mars,1,7BqBn9nzAq8spo5e7cZ0dJ
Tonight (I'm Lovin' You),Enrique Iglesias,1,1CCNGAP0mtPwN32RmbFWPP
Raise Your Glass,Pink,1,2vDRodqPk4DBcWa6oKw4yM
Born This Way,Lady Gaga,1,6r2BECwMgEoRb5yLfp0Hca
F**kin' Perfect,Pink,1,2atLNX4pKhP5dI9lRwPYXv
What's My Name?,Rihanna,1,1pYKzfOlpHWtVUiEIu4Vn7
Look at Me Now,Chris Brown,1,3hsmbFKT5Cujb5GQjqEU39
Down on Me,Jeremih,1,0x3TibRgnSqzkcwrqBd4iX
How to Love,Lil Wayne,1,4aX4Oycsk1fhHIee1zqsDe
Someone Like You,Adele,1,4kflIGfjdZJW4ot2ioixTB
Good Life,OneRepublic,1,6OtCIsQZ64Vs1EbzztvAv4
The Lazy Song,Bruno Mars,1,1ExfPZEiahqhLyajhybFeS
Till the World Ends,Britney Spears,1,38iU2jg98IZZEIJPrP7aWD
The Show Goes On,Lupe Fiasco,1,4NTWZqvfQTlOMitlVn6tew
The Edge of Glory,Lady Gaga,1,0JNdS1n0ifOP25XvhwAMgM
We R Who We R,Kesha,1,3LUWWox8YYykohBbHUrrxd
Black and Yellow,Wiz Khalifa,1,5A6OHHy73AR5tLxgTc98zz
Tonight Tonight,Hot Chelle Rae,1,2i0AUcEnsDm3dsqLrFWUCq
Blow,Kesha,1,3pYDZTJM2tVBUhIRifWVzI
Lighters,Bad Meets Evil,1,5zpDHEU12zATwLGvozxPw2
If I Die Young,The Band Perry,1,4u26EevCNXMhlvE1xFBJwX
Stereo Hearts,Gym Class Heroes,1,0qOnSQQF0yzuPWsXrQ9paz
The Time (Dirty Bit),The Black Eyed Peas,1,7vWFaMq63AwkFDhS2OAg5u
Coming Home,Diddy – Dirty Money,1,6Iocm6VMu6bVNYwiDoyQFW
Hey Baby (Drop It to the Floor),Pitbull,1,3rfhI32Il2hVRKDkuGeeen
Only Girl (In the World),Rihanna,1,6jAsmDJI8iPhGWtS27kZ67
6 Foot 7 Foot,Lil Wayne,1,0z5ZPs57J2KERwM1tBM2GF
Just a Kiss,Lady Antebellum,1,2nRvKHh2mtOfIQ4jcAkP9q
Dirt Road Anthem,Jason Aldean,1,2qYsSHsYkihWx043HVJQRV
Dynamite,Taio Cruz,1,1DqdF42leyFIzqNDv9CjId
No Hands,Waka Flocka Flame,1,03tqyYWC9Um2ZqU0ZN849H
I Wanna Go,Britney Spears,1,5cCAZS9VhLGEDV4NCfieeg
I'm on One,DJ Khaled,1,608a1wIsSd5KzMEqm1O7w3
You Make Me Feel...,Cobra Starship,1,16Of7eeW44kt0a1M0nitHM
Yeah 3x,Chris Brown,1,2QtxlzvSBONjs1bDC34ixs
Moment 4 Life,Nicki Minaj,1,0ConttVd0Ebk3dLNquOmh0
I Need a Doctor,Dr. Dre,1,58JnRuLVS8j9iK0WqI5eS1
