,Song,Artist,Billboard100,URI
1866,Realize,Colbie Caillat,1,5OGkKx8jP0A5KSULEc6XYZ
1867,Put On,Young Jeezy,1,77VA8lo4DDp3GPXyetKc5y
1868,The Time of My Life,David Cook,1,6avyV3xlz2UFeiAUZ0SqyT
1869,Lolli Lolli (Pop That Body),Three 6 Mafia,1,4xWMTkwknjh8FzxNrkwLl6
1872,Burnin' Up,Jonas Brothers,1,2VEsmoek0sol9MnJFyoG9e
1873,Love Lockdown,Kanye West,1,1kxeWHF9PrCVZHvVskv8lg
1874,I Luv Your Girl,The-Dream,1,3wkNK8tJZ2stygNJm8RCRD
1876,Hypnotized,Plies,1,3LN41NUdHkyNqQhi9gExMm
1878,Good Life,Kanye West,1,14blxrgE0VWAgv5aF2wWmx
1879,Womanizer,Britney Spears,1,4fixebDZAVToLbUCuEloa2
1880,Love Story,Taylor Swift,1,1vrd6UOGamcKNGnSHJQlSt
1881,Just Fine,Mary J. Blige,1,33vzOPcd9FRirYGlCu32x4
1882,Piece of Me,Britney Spears,1,2EvwLVrnYbCZEG6Kx5DCRy
1883,The Boss,Rick Ross,1,3n5qF6aprwEIjHWuH5jECM
1884,All Summer Long,Kid Rock,1,5rX6C5QVvvZB7XckETNych
1885,Can't Help but Wait,Trey Songz,1,5k3VjTwIsOjQ2woGz3Yx71
1886,In Love with a Girl,Gavin DeGraw,1,3zcmWxxUA7Em7X3IBqZGUo
1887,My Life,The Game,1,3KfbEIOC7YIv90FIfNSZpo
1888,I Remember,Keyshia Cole,1,1dObJGQUgJ7tWxJ0byON6W
1889,Flashing Lights,Kanye West,1,31I3Rt1bPa2LrE74DdNizO
1890,Mrs. Officer,Lil Wayne,1,0EHR9OObFtjlhQB8wSt1m7
1891,7 Things,Miley Cyrus,1,5ecZWU5uQOiCVSnPxBZNmT
1892,You're Gonna Miss This,Trace Adkins,1,68Q1r5zDnnYaHkh80yal4A
1893,Love Remains the Same,Gavin Rossdale,1,4dOXc4Suk5eig0jiCqCN5Y
1894,Feels Like Tonight,Daughtry,1,2tVCFmn2zKg2wGXS1TCIIA
1896,Addicted,Saving Abel,1,3pxCXv0NACYfYnLjFcQW5D
1897,Into the Night,Santana,1,5Hv1QAbRWrUSUHaT0CmnMS
1898,Heaven Sent,Keyshia Cole,1,2E90KUsor4U2abOJGFKtfx
1899,She Got It,2 Pistols,1,11WuptzKtcVfPMYaf5aook
1900,Boom Boom Pow,The Black Eyed Peas,1,7xRNsqOQOgWbHV1nbXnfXN
1901,Poker Face,Lady Gaga,1,0WfKDYeUAoLA3vdvLKKWMW
1902,Just Dance,Lady Gaga,1,6HkjpGIOHv4y0IBAxUbE5z
1903,I Gotta Feeling,The Black Eyed Peas,1,4vp2J1l5RD4gMZwGFLfRAu
1905,Right Round,Flo Rida,1,3GpbwCm3YxiWDvy29Uo3vP
1907,Single Ladies (Put a Ring on It),Beyoncé,1,5R9a4t5t5O0IsznsrKPVro
1908,Heartless,Kanye West,1,4EWCNWgDS8707fNSZ1oaA5
1909,Gives You Hell,The All-American Rejects,1,6ihL9TjfRjadfEePzXXyVF
1910,You Belong with Me,Taylor Swift,1,3GCL1PydwsLodcpv0Ll1ch
1911,Dead and Gone,T.I.,1,7IhsLJMqdxoo7YAZjaSMru
1912,You Found Me,The Fray,1,4IoYz8XqqdowINzfRrFnhi
1913,Use Somebody,Kings of Leon,1,5VGlqQANWDKJFl0MBG3sg2
1914,Knock You Down,Keri Hilson,1,58FUwmyGUqkt53YPUcm7cJ
1915,Blame It,Jamie Foxx,1,08uGhvS5MfBk7crUCpnjva
1916,I Know You Want Me (Calle Ocho),Pitbull,1,13plQdOoWSSXPRUSZc5FuM
1918,Kiss Me thru the Phone,Soulja Boy Tell 'Em,1,2q4rjDy9WhaN3o9MvDbO21
1919,Down,Jay Sean,1,7LP4Es66zdY7CyjepqmvAg
1920,The Climb,Miley Cyrus,1,0V8FYVlBFuXXTIvRnMbZyS
1921,Best I Ever Had,Drake,1,1GxHeBvQ9935Dd3cSfsfBa
1922,My Life Would Suck Without You,Kelly Clarkson,1,4Dm32oO01YpIubCHaAtKkN
1923,Halo,Beyoncé,1,4JehYebiI9JE8sR8MisGVb
1925,Second Chance,Shinedown,1,0CwYG1UnRmOx8Q1EzElCIL
1926,Circus,Britney Spears,1,7jk7gqyEonmVVYahZN5zhW
1927,Day 'n' Nite,Kid Cudi,1,5FEXPoPnzueFJQCPRIrC3c
1928,Party in the U.S.A.,Miley Cyrus,1,5Q0Nhxo0l2bP3pNjpGJwV1
1929,Don't Trust Me,3OH!3,1,5jzX4dWVQeBTtfBaXnMRt5
1930,Run This Town,Jay-Z,1,0
1932,Fire Burning,Sean Kingston,1,2oENJa1T33GJ0w8dC167G4
1933,Whatcha Say,Jason Derulo,1,67T6l4q3zVjC5nZZPXByU8
1934,LoveGame,Lady Gaga,1,5c0Wgs68kjgViFCVDGLB2I
1935,Waking Up in Vegas,Katy Perry,1,6fvxos1qSHrIgOkKw4dhWS
1936,Birthday Sex,Jeremih,1,4NpDZPwSXmL0cCTaJuVrCw
1937,Sober,Pink,1,3uKAWz9EbKyQzdzGgejf06
1940,Obsessed,Mariah Carey,1,3IcIIZMMS7UArJJPtEHXG8
1941,Mad,Ne-Yo,1,6Hn9Uc1mMNfqChXU3txNke
1942,Good Girls Go Bad,Cobra Starship,1,7kMfu3KUydmrFVGEAhjtyl
1945,Hotel Room Service,Pitbull,1,6Rb0ptOEjBjPPQUlQtQGbL
1946,Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",1,4dK00wCxlqWEeN8BoM1BHT
1947,If I Were a Boy,Beyoncé,1,26NX1wPt1TRCH536yocd6i
1948,Turnin Me On,Keri Hilson,1,1jEtDqwYCKpR0mlrMrrITx
1949,I Hate This Part,Pussycat Dolls,1,3tSuRiNgJmMqmYR23dCqnR
1950,Gotta Be Somebody,Nickelback,1,06T10fEzN8ZCcqzQZYA184
1951,Please Don't Leave Me,Pink,1,0xhdgreSe1biIgxry03asg
1952,Paparazzi,Lady Gaga,1,16Me2jlMlTX4xsps2j71mC
1955,Right Now (Na Na Na),Akon,1,1ARJhjuI6TNYZCxYygFQ4F
1956,Battlefield,Jordin Sparks,1,1Nme6K1PYAh7p7uygyuRdf
1957,Sugar,Flo Rida,1,4shgvM4ClrZeDiflNJwlGd
1959,Fireflies,Owl City,1,3DamFFqW32WihKkTVlwTYQ
1960,New Divide,Linkin Park,1,6Wx88Mv6b9ofjKMKkdwOJd
1961,Empire State of Mind,Jay-Z,1,0
1962,No Surprise,Daughtry,1,6q4XLE5WeOBWftoc9gTl2P
1963,She Wolf,Shakira,1,4cS2HQ6jK80vqdY9ofpztx
1964,Break Up,Mario,1,4UP5HP7IAnNdxD01g1lzQp
1966,Every Girl,Young Money,1,6klZDCEsQzMELAPyovvpUw
1967,Fallin' for You,Colbie Caillat,1,1le5KVGTF1xWf2aUj7ruLy
1968,Untouched,The Veronicas,1,0KlahhzNb98zyN83Vwae0l
1969,If Today Was Your Last Day,Nickelback,1,4QJLKU75Rg4558f4LbDBRi
1970,Throw It in the Bag,Fabolous,1,6c0GmyBsE7mQtrVvxJaWc3
1971,Love Drunk,Boys Like Girls,1,20X9OeC606XNwEtDBOym5u
1972,I Love College,Asher Roth,1,1akgiRM3mN2nxu2AX6ACCW
1973,If U Seek Amy,Britney Spears,1,2hdy9Wt9qp7M7d0U3ossu2
1974,Big Green Tractor,Jason Aldean,1,4KAzYqfcijCSZa2P3etHoM
1975,White Horse,Taylor Swift,1,6wn61Fzx9XMxQmieLpoIhW
1977,21 Guns,Green Day,1,64yrDBpcdwEdNY9loyEGbX
1978,Turn My Swag On,Soulja Boy Tell 'Em,1,6ATrsVaZT7XjkCynxM8cTS
1979,Rockin' That Thang,The-Dream,1,0
1980,Chicken Fried,Zac Brown Band,1,4dGJf1SER1T6ooX46vwzRB
1981,Diva,Beyoncé,1,7eOG24Nx7j4nI3f9nOZTOi
1982,Replay,Iyaz,1,5vlEg2fT4cFWAqU5QptIpQ
1983,Then,Brad Paisley,1,3XKbdb9GB6u3hsnUklQTav
1984,Her Diamonds,Rob Thomas,1,3LtwmK1OfN0dGs9jf3qSjn
1985,How Do You Sleep?,Jesse McCartney,1,3jkdQNkDTxxXtjSO4l0o1H
1986,3,Britney Spears,1,6pymOcrCnMuCWdgGVTvUgP
1988,One Time,Justin Bieber,1,6eDApnV9Jdb1nYahOlbbUh
1989,I Run to You,Lady Antebellum,1,2YVCkTYJpv5jelYrHYoEG8
1990,I Do Not Hook Up,Kelly Clarkson,1,2I5CPUnMIKjEXeg61OI9uV
1991,Green Light,John Legend,1,72by3Re4C3eVEBXvsUo0zV
1992,People Are Crazy,Billy Currington,1,5JnLiuMgRAWoHYOhatFP3s
1993,Whatever It Is,Zac Brown Band,1,4o8STNAL91xc7EvuvqSKk1
1994,Already Gone,Kelly Clarkson,1,7ceIquYtiTYlgSSm7PqUf9
1995,Goodbye,Kristinia DeBarge,1,5myYDbAurm1CW038qd4gL2
1996,Say Hey (I Love You),Michael Franti & Spearhead,1,0nnxf8p851ZR49KFnGWVsB
1997,Pop Champagne,Jim Jones,1,5lrOsw7J8R7shum7A4j36t
1998,Pretty Wings,Maxwell,1,22NLm3IIR9NLG0cUYtmHMW
1999,Never Say Never,The Fray,1,57uX2vR9j9DNiANDYfXw1i
2000,Tik Tok,Kesha,1,0HPD5WQqrq7wPWR7P7Dw1i
2001,Need You Now,Lady Antebellum,1,11EX5yhxr9Ihl3IN1asrfK
2002,"Hey, Soul Sister",Train,1,4HlFJV71xXKIGcU3kRyttv
2003,California Gurls,Katy Perry,1,6tS3XVuOyu10897O3ae7bi
2004,OMG,Usher,1,1bM50INir8voAkVoKuvEUI
2005,Airplanes,B.o.B,1,6lV2MSQmRIkycDScNtrBXO
2006,Love the Way You Lie,Eminem,1,15JINEqzVMv3SvJTAXAKED
2007,Bad Romance,Lady Gaga,1,0SiywuOBRcynK0uKGWdCnn
2008,Dynamite,Taio Cruz,1,1DqdF42leyFIzqNDv9CjId
2009,Break Your Heart,Taio Cruz,1,1CdqVF1ywD0ZO1zXtB9yWa
2010,Nothin' on You,B.o.B,1,59dLtGBS26x7kc0rHbaPrq
2012,BedRock,Young Money,1,3iL2l5gUqyPS6vDwJFgJTR
2013,In My Head,Jason Derulo,1,5BoIP8Eha5hwmRVURkC2Us
2014,Rude Boy,Rihanna,1,60jzFy6Nn4M0iD1d94oteF
2015,Telephone,Lady Gaga,1,7rl7ao5pb9BhvAzPdWStxi
2016,Teenage Dream,Katy Perry,1,55qBw1900pZKfXJ6Q9A2Lc
2017,Just the Way You Are,Bruno Mars,1,7BqBn9nzAq8spo5e7cZ0dJ
2018,Cooler Than Me,Mike Posner,1,2V4bv1fNWfTcyRJKmej6Sj
2019,Imma Be,The Black Eyed Peas,1,5OiLJ8tjUPFiPX2gVM8fxJ
2021,DJ Got Us Fallin' in Love,Usher,1,4356Typ82hUiFAynbLYbPn
2022,Billionaire,Travie McCoy,1,2M9ULmQwTaTGmAdXaXpfz5
2023,Not Afraid,Eminem,1,7Ie9W94M7OjPoZVV216Xus
2025,Sexy Bitch,David Guetta,1,0uXO2GrNiIb1xHT9LUdxZE
2026,Breakeven,The Script,1,38xWaVFKaxZlMFvzNff2aW
2027,Your Love Is My Drug,Kesha,1,6vc2Jq2vaGu8z326kSrw92
2030,Say Aah,Trey Songz,1,2fQ6sBFWaLv2Gxos4igHLy
2031,Find Your Love,Drake,1,4BycRneKmOs6MhYG9THsuX
2032,Alejandro,Lady Gaga,1,4lwavw59UjXUPJZtKNdFYp
2033,Ridin' Solo,Jason Derulo,1,6BaxqcoEM9r3LXisTyJjST
2034,Just a Dream,Nelly,1,3ZdJffjzJWFimSQyxgGIxN
2035,How Low,Ludacris,1,1WtTLtofvcjQM3sXSMkDdX
2036,Like a G6,Far East Movement,1,4DvhkX2ic4zWkQeWMwQ2qf
2037,Carry Out,Timbaland,1,2DHc2e5bBn4UzY0ENVFrUl
2038,Haven't Met You Yet,Michael Bublé,1,4fIWvT19w9PR0VVBuPYpWA
2039,Club Can't Handle Me,Flo Rida,1,6ebkx7Q5tTxrCxKq4GYj0Y
2041,Bulletproof,La Roux,1,6lUY6MoqGgPnA27PHYxem5
2044,Whataya Want from Me,Adam Lambert,1,2rDwdvBma1O1eLzo29p2cr
2045,Mine,Taylor Swift,1,0dBW6ZsW8skfvoRfgeerBF
2046,Only Girl (In the World),Rihanna,1,6jAsmDJI8iPhGWtS27kZ67
2047,Live Like We're Dying,Kris Allen,1,1HfxPaJggVwFsvOtHbVzMz
2048,Hard,Rihanna,1,3YJkAQNEhmCZGLdmPsu6Ye
2049,Young Forever,Jay-Z,1,0
2050,Blah Blah Blah,Kesha,1,7lWUJpax919G4JdaFEVmCy
2051,Bottoms Up,Trey Songz,1,2IpGdrWvIZipmaxo1YRxw5
2053,All the Right Moves,OneRepublic,1,5XRHGXut00SrJUFmcn2lQF
2054,According to You,Orianthi,1,72phhQtfwZcRweweRxxkmU
2055,My Chick Bad,Ludacris,1,3bMNprrp2JDKZsGbiXpsJl
2057,Meet Me Halfway,The Black Eyed Peas,1,0xfpx7AiwgSKEtjotea2L6
2058,Take It Off,Kesha,1,0WCiI0ddWiu5F2kSHgfw5S
2059,Over,Drake,1,6BdgtqiV3oXNqBikezwdvC
2060,Animal,Neon Trees,1,1fBl642IhJOE5U319Gy2Go
2062,Magic,B.o.B,1,5uHYcK0nbEYgRaFTY5BqnP
2064,Tie Me Down,New Boyz,1,4faiJXyBflUVVOOE9fxbeg
2065,Your Love,Nicki Minaj,1,3bGxiCPouq52ZtI8ybMCX5
2067,Deuces,Chris Brown,1,6wN4nT2qy3MQc098yL3Eu9
2069,Impossible,Shontelle,1,45EDI3rk0f4cAMt9f8b56R
2071,Two Is Better Than One,Boys Like Girls,1,1MaqkdFNIKPdpQGDzme5ss
2072,My First Kiss,3OH!3,1,17tDv8WA8IhqE8qzuQn707
2074,Rock That Body,The Black Eyed Peas,1,5K5LbSTVuKKe1KGMNfBgIW
2075,Secrets,OneRepublic,1,1NhPKVLsHhFUHIOZ32QnS2
2076,Naturally,Selena Gomez & the Scene,1,1YaVmBh7EAeR54FIjuFcb5
2077,Un-Thinkable (I'm Ready),Alicia Keys,1,4JOP8ELK6AaeySe7sKe996
2078,All I Do Is Win,DJ Khaled,1,6u5M4jPpYkoRV4vVHDQvkd
2079,I Made It (Cash Money Heroes),Kevin Rudolf,1,6H2wnX7ytNeCKERIVqCwgs
2080,Stuck Like Glue,Sugarland,1,0JcKdUGNR7zI4jJDLyYXbi
2081,Hey Daddy (Daddy's Home),Usher,1,030OCtLMrljNhp8OWHBWW3
2082,There Goes My Baby,Usher,1,6IUiqtI8tE49sqGbmtrNd8
2083,Today Was a Fairytale,Taylor Swift,1,1P5QpwOgXJuoVTm3CWbnLY
2084,Say Something,Timbaland,1,7qje9qxLncMESiPeI27SAn
2087,Undo It,Carrie Underwood,1,1Fo2N5iXRi37maMboaig7O
2088,Eenie Meenie,Sean Kingston and Justin Bieber,1,0
2089,Right Above It,Lil Wayne,1,1kMuU3TNQvHbqvXCWBodmP
2090,The House That Built Me,Miranda Lambert,1,02eD9ymfJOJOhM97HYp5R9
2091,If I Die Young,The Band Perry,1,4u26EevCNXMhlvE1xFBJwX
2092,The Only Exception,Paramore,1,7JIuqL4ZqkpfGKQhYlrirs
2093,American Honey,Lady Antebellum,1,4xInIiKipU1mtUogJ3ZdYr
2094,King of Anything,Sara Bareilles,1,3VA8T3rNy5V24AXxNK5u9E
2095,Life After You,Daughtry,1,70NGpcNvhI2hqonWNAETIu
2097,Teach Me How to Dougie,Cali Swag District,1,61LtVmmkGr8P9I2tSPvdpf
2098,Try Sleeping with a Broken Heart,Alicia Keys,1,1yK9LISg5uBOOW5bT2Wm0i
2099,"Lover, Lover",Jerrod Niemann,1,5UzU0qw21okODBNUnxptVo
2100,Rolling in the Deep,Adele,1,1CkvWZme3pRgbzaxZnTl5X
2101,Party Rock Anthem,LMFAO,1,0IkKz2J93C94Ei4BvDop7P
2102,Firework,Katy Perry,1,4lCv7b86sLynZbXhfScfm2
2103,E.T.,Katy Perry,1,36ux3YuUsGTWPT8fXclS45
2104,Give Me Everything,Pitbull,1,4QNpBfC0zvjKqPJcyqBy9W
2105,Grenade,Bruno Mars,1,2tJulUYLDKOg9XrtVkMgcJ
2106,Fuck You,CeeLo Green,1,4ycLiPVzE5KamivXrAzGFG
2107,Super Bass,Nicki Minaj,1,0iYebKFUSfF72fUu2OW6ZT
2108,Moves like Jagger,Maroon 5,1,7LcfRTgAVTs5pQGEQgUEzN
2109,Just Can't Get Enough,The Black Eyed Peas,1,5HLxyoxczu6uZls774Sylo
2110,On the Floor,Jennifer Lopez,1,0Oe49j06Bjrxs8PltuVeaW
2111,S&M,Rihanna,1,2u02eLj96Atd6TBxkH9YvN
2112,Pumped Up Kicks,Foster the People,1,7w87IxuO7BDcJ3YUqCyMTT
2113,Last Friday Night (T.G.I.F.),Katy Perry,1,455AfCsOhhLPRc68sE01D8
2115,Tonight (I'm Lovin' You),Enrique Iglesias,1,1CCNGAP0mtPwN32RmbFWPP
2116,Raise Your Glass,Pink,1,2vDRodqPk4DBcWa6oKw4yM
2117,Born This Way,Lady Gaga,1,6r2BECwMgEoRb5yLfp0Hca
2118,F**kin' Perfect,Pink,1,2atLNX4pKhP5dI9lRwPYXv
2120,Look at Me Now,Chris Brown,1,3hsmbFKT5Cujb5GQjqEU39
2121,Down on Me,Jeremih,1,0x3TibRgnSqzkcwrqBd4iX
2122,How to Love,Lil Wayne,1,4aX4Oycsk1fhHIee1zqsDe
2123,Someone Like You,Adele,1,4kflIGfjdZJW4ot2ioixTB
2125,The Lazy Song,Bruno Mars,1,1ExfPZEiahqhLyajhybFeS
2126,Till the World Ends,Britney Spears,1,38iU2jg98IZZEIJPrP7aWD
2127,The Show Goes On,Lupe Fiasco,1,4NTWZqvfQTlOMitlVn6tew
2128,The Edge of Glory,Lady Gaga,1,0JNdS1n0ifOP25XvhwAMgM
2129,We R Who We R,Kesha,1,3LUWWox8YYykohBbHUrrxd
2130,Black and Yellow,Wiz Khalifa,1,5A6OHHy73AR5tLxgTc98zz
2131,Tonight Tonight,Hot Chelle Rae,1,2i0AUcEnsDm3dsqLrFWUCq
2132,Blow,Kesha,1,3pYDZTJM2tVBUhIRifWVzI
2133,Lighters,Bad Meets Evil,1,5zpDHEU12zATwLGvozxPw2
2135,Stereo Hearts,Gym Class Heroes,1,0qOnSQQF0yzuPWsXrQ9paz
2136,The Time (Dirty Bit),The Black Eyed Peas,1,7vWFaMq63AwkFDhS2OAg5u
2137,Coming Home,Diddy – Dirty Money,1,6Iocm6VMu6bVNYwiDoyQFW
2138,Hey Baby (Drop It to the Floor),Pitbull,1,3rfhI32Il2hVRKDkuGeeen
2140,6 Foot 7 Foot,Lil Wayne,1,0z5ZPs57J2KERwM1tBM2GF
2141,Just a Kiss,Lady Antebellum,1,2nRvKHh2mtOfIQ4jcAkP9q
2142,Dirt Road Anthem,Jason Aldean,1,2qYsSHsYkihWx043HVJQRV
2144,No Hands,Waka Flocka Flame,1,03tqyYWC9Um2ZqU0ZN849H
2145,I Wanna Go,Britney Spears,1,5cCAZS9VhLGEDV4NCfieeg
2146,I'm on One,DJ Khaled,1,608a1wIsSd5KzMEqm1O7w3
2147,You Make Me Feel...,Cobra Starship,1,16Of7eeW44kt0a1M0nitHM
2148,Yeah 3x,Chris Brown,1,2QtxlzvSBONjs1bDC34ixs
2149,Moment 4 Life,Nicki Minaj,1,0ConttVd0Ebk3dLNquOmh0
2150,I Need a Doctor,Dr. Dre,1,58JnRuLVS8j9iK0WqI5eS1
2152,Motivation,Kelly Rowland,1,4Cv5dkUBqepa0siwGREihD
2153,Stereo Love,Edward Maya,1,35Dofxo9smHVxmFQbhYIAT
2154,Jar of Hearts,Christina Perri,1,0HZhYMZOcUzZKSFwPOti6m
2155,Roll Up,Wiz Khalifa,1,53DB6LJV9B8sz0p1s6tlGS
2156,Sexy and I Know It,LMFAO,1,0obBFrPYkSoBJbvHfUIhkv
2157,Rocketeer,Far East Movement,1,45sDIKapDyxPl307QpEAwl
2158,All of the Lights,Kanye West,1,22L7bfCiAkJo5xGSQgmiIO
2159,Hold It Against Me,Britney Spears,1,7Dyq1bhhjknLKEGg4k5NLr
2160,More,Usher,1,0aBKFfdyOD1Ttvgv0cfjjJ
2161,What the Hell,Avril Lavigne,1,2z4U9d5OAA4YLNXoCgioxo
2162,Written in the Stars,Tinie Tempah,1,61HQWI1Woxup7CnGwVUsdI
2165,For the First Time,The Script,1,09ZcYBGFX16X8GMDrvqQwt
2166,Honey Bee,Blake Shelton,1,0gY2iq0xJPRoIB1PScKSw4
2167,Don't You Wanna Stay,Jason Aldean,1,7CZiLgkiVHhFcDkI2Y4lZ4
2168,We Found Love,Rihanna,1,6qn9YLKt13AGvpq9jfO8py
2169,Pretty Girl Rock,Keri Hilson,1,2Adn2LNgkHMH5TelQVAu4n
2170,Yoü and I,Lady Gaga,1,6LyYHKz5m0LvR9l3H6iPHT
2173,Back to December,Taylor Swift,1,3DrjZArsPsoqbLzUZZV1Id
2175,Crazy Girl,Eli Young Band,1,1nVLAEzhBXMJLR5zAl90Nl
2176,Cheers (Drink to That),Rihanna,1,46MDLc0Yip6xCMSsdePOAU
2177,Who Says,Selena Gomez & the Scene,1,3TcL0dyCMyr0kyTTc4NLgI
2178,Barefoot Blue Jean Night,Jake Owen,1,3ts6xK5GzfMAAriT9AIBmP
2179,Knee Deep,Zac Brown Band,1,1yEwEiTpsaPhQi9lb5EVV4
2180,Country Girl (Shake It for Me),Luke Bryan,1,0yD66650JxhqKbW76C2qCo
2181,Remind Me,Brad Paisley and Carrie Underwood,1,4ABua0yuWcpTotImEEJTaw
2182,In the Dark,Dev,1,1pbHy9VBpSyZh56xuujZz0
2183,Backseat,New Boyz,1,4dWjQ3wEfW6KPaaxCoaPH4
2184,Headlines,Drake,1,6LxSe8YmdPxy095Ux6znaQ
2185,Best Thing I Never Had,Beyoncé,1,3lBRNqXjPp2j3JMTCXDTNO
2186,Don't Wanna Go Home,Jason Derulo,1,1r3myKmjWoOqRip99CmSj1
2187,Where Them Girls At,David Guetta,1,63rbP24OzfaQCJjsHWZXnY
2188,She Ain't You,Chris Brown,1,3dhvQUA0NyrAea4vQ7X6Gn
2189,Take a Back Road,Rodney Atkins,1,7B6m8tHAYZsOKOKMU5SR2n
2191,Sure Thing,Miguel,1,0JXXNGljqupsJaZsgSbMZV
2192,Price Tag,Jessie J,1,5mvKuE9Lf9ARVXVXA32kK9
2193,God Gave Me You,Blake Shelton,1,0w9LJae3sVlZlH2CnxTInF
2194,She Will,Lil Wayne,1,3FFcZZq3Z3EJrhUecwcMdG
2195,Are You Gonna Kiss Me or Not,Thompson Square,1,2TAcwD5KcV9uY3O1tLGV15
2197,You and Tequila,Kenny Chesney,1,1t2hJFgJyUPD2crOafMUEk
2198,Colder Weather,Zac Brown Band,1,1M2l9ReoabUnvl6Y8jLUe7
2199,My Last,Big Sean,1,70tFuqBcduJv15bEnOPRTh
2200,Somebody That I Used to Know,Gotye,1,4wCmqSrbyCgxEXROQE6vtV
2201,Call Me Maybe,Carly Rae Jepsen,1,3TGRqZ0a2l1LRblBkJoaDx
2202,We Are Young,Fun,1,7a86XRg84qjasly9f6bPSD
2203,Payphone,Maroon 5,1,1LmN9SSHISbtp9LoaR5ZVJ
2204,Lights,Ellie Goulding,1,7gUpO6td4OOnu0Lf9vhcIV
2205,Glad You Came,The Wanted,1,3AGOgQzp0YcPH41u9p7dOp
2206,Stronger (What Doesn't Kill You),Kelly Clarkson,1,6D60klaHqbCl9ySc8VcRss
2208,Starships,Nicki Minaj,1,1oHNvJVbFkexQc0BpQp7Y4
2209,What Makes You Beautiful,One Direction,1,4cluDES4hQEUhmXj6TXkSo
2210,Wild Ones,Flo Rida,1,1NpW5kyvO4XrNJ3rnfcNy3
2211,Set Fire to the Rain,Adele,1,3CKCZ9pfwAfoMZlMncA1Nc
2213,Some Nights,Fun,1,0s6ks6fob6Kl7lAqDLrBnW
2214,Wide Awake,Katy Perry,1,5JLv62qFIS1DR3zGEcApRt
2215,Good Feeling,Flo Rida,1,2LEF1A8DOZ9wRYikWgVlZ8
2216,Whistle,Flo Rida,1,3bC1ahPIYt1btJzSSEyyrF
2217,One More Night,Maroon 5,1,4XNrMwGx1SqP01sqkGTDmo
2218,Drive By,Train,1,0KAiuUOrLTIkzkpfpn9jb9
2219,The Motto,Drake,1,4Kz4RdRCceaA9VgTqBhBfa
2220,Where Have You Been,Rihanna,1,5WQQIDU3HRaMyPkob8mpFb
2221,Everybody Talks,Neon Trees,1,2iUmqdfGZcHIhS3b9E9EWq
2222,Take Care,Drake,1,124NFj84ppZ5pAxTuVQYCQ
2223,Titanium,David Guetta,1,77TT8Xvx637TpzV8kKGkUw
2224,I Won't Give Up,Jason Mraz,1,53QF56cjZA9RTuuMZDrSA6
2225,It Will Rain,Bruno Mars,1,0RUGuh2uSNFJpGMSsD1F5C
2226,Mercy,"Kanye West, Big Sean, Pusha T and 2 Chainz",1,4qikXelSRKvoCqFcHLB2H2
2227,Boyfriend,Justin Bieber,1,0171XsIM2xyeXRr6wsugEI
2230,Part of Me,Katy Perry,1,1nZzRJbFvCEct3uzu04ZoL
2231,"Young, Wild & Free",Snoop Dogg and Wiz Khalifa,1,5HQVUIKwCEXpe7JIHyY734
2232,We Are Never Ever Getting Back Together,Taylor Swift,1,7AEAGTc8cReDqcbPoY9gwo
2233,As Long as You Love Me,Justin Bieber,1,0pwYLVXVknPSGUQb39cePC
2236,Blow Me (One Last Kiss),Pink,1,4k80K0b6KZ2QjAYkXON7q6
2237,Good Time,Owl City and Carly Rae Jepsen,1,1kPpge9JDLpcj15qgrPbYX
2238,Give Your Heart a Break,Demi Lovato,1,3sP3c86WFjOzHHnbhhZcLA
2239,Niggas in Paris,Jay-Z and Kanye West,1,0
2240,The One That Got Away,Katy Perry,1,3oL3XRtkP1WVbMxf7dtTdu
2241,Feel So Close,Calvin Harris,1,1gihuPhrLraKYrJMAEONyc
2242,Someone like You,Adele,1,4kflIGfjdZJW4ot2ioixTB
2244,Rack City,Tyga,1,0srwKuJPH8yBzzFUJMBQM2
2245,Domino,Jessie J,1,6MAdEUilV2p9RQUqE5bMAK
2246,Gangnam Style,Psy,1,03UrZgTINDqvnUMbbIMhql
2247,International Love,Pitbull,1,62zFEHfAYl5kdHYOivj4BC
2250,Ass Back Home,Gym Class Heroes,1,3bfqkspKABT4pPicm6wC9F
2251,Wanted,Hunter Hayes,1,0p1BcEcYVO3uk4KDf3gzkY
2252,Drunk on You,Luke Bryan,1,3b7CDTKB0SRTmQ6ytYi5vZ
2253,No Lie,2 Chainz,1,6j9iyrrmqWlQZ5SD1hSTaq
2254,Want U Back,Cher Lloyd,1,6E11E0lT5Zy7yb6iT3y8DN
2255,Don't Wake Me Up,Chris Brown,1,18VfHIPaCo0s6FTi1Fnp6T
2256,Dance (A$$),Big Sean,1,3OVLPcUPS0HbMeAeMP0jZ4
2257,Springsteen,Eric Church,1,05ZACkzW8YbRq3eFgIfSNB
2259,Not Over You,Gavin DeGraw,1,6j7hih15xG2cdYwIJnQXsq
2261,Back in Time,Pitbull,1,3eQlGeyuSibgAGPEJugaDW
2262,Work Out,J. Cole,1,2nqDYKh0Hbuw1tMpblyVtC
2263,Rumour Has It,Adele,1,76N7FdzCI9OsiUnzJVLY2m
2264,Let's Go,Calvin Harris,1,4wkQmYpAaMe41Rc3sYZ7Vz
2265,Good Girl,Carrie Underwood,1,20DfkHC5grnKNJCzZQB6KC
